title,mapped_industry,position_level
Serwisant / Elektryk / Automatyk (k/m),Skilled Trades,"[""manual worker""]"
Serwisant HVAC,Skilled Trades,"[""manual worker""]"
Serwisant HVAC (k/m),Engineering & Design,"[""manual worker""]"
Serwisant Informatyk / Serwisantka Informatyczka,IT & Digital Tech,"[""specialist""]"
Serwisant - Informatyk,IT & Digital Tech,"[""specialist""]"
Serwisant instalacji fotowoltaicznych i pomp ciepła,Engineering & Design,"[""manual worker""]"
Serwisant Instalacji Fotowoltaicznych,Engineering & Design,"[""specialist""]"
Serwisant instalacji klimatyzacji i wentylacji (k/m),Skilled Trades,"[""manual worker""]"
"Serwisant Instalacji PPOŻ, KD, CCTV (K/M)",Skilled Trades,"[""manual worker""]"
Serwisant instalacji tryskaczowych (k/m),Engineering & Design,"[""specialist""]"
Serwisant / Instalator elektronicznych systemów zabezpieczeń,Skilled Trades,"[""specialist""]"
Serwisant/instalator systemów zabezpieczeń w pojazdach,Engineering & Design,"[""manual worker""]"
Serwisant / Instalator urządzeń technicznych,Skilled Trades,"[""manual worker""]"
Serwisant IT (LUX MED Onkologia),IT & Digital Tech,"[""specialist""]"
Serwisant (k/m),Engineering & Design,"[""junior specialist"", ""specialist""]"
Serwisant (k/m/d),Engineering & Design,"[""specialist""]"
Serwisant (k/m),Engineering & Design,"[""manual worker""]"
Serwisant (k/m),Skilled Trades,"[""specialist""]"
Serwisant (k/m/n),Skilled Trades,"[""manual worker""]"
Serwisant (k/m),Skilled Trades,"[""manual worker""]"
Serwisant (K/M),Engineering & Design,"[""specialist""]"
Serwisant/ka maszyn CNC (k/m/n),Engineering & Design,"[""specialist""]"
Serwisant / ka pompy ciepła hvac,Engineering & Design,"[""specialist""]"
Serwisant/ka rowerowy,Engineering & Design,"[""manual worker""]"
Serwisant/ka rowerowy – CentrumRowerowe.pl,Technical Sales & B2B,"[""specialist"", ""senior specialist""]"
Serwisant/ka rowerowy – CentrumRowerowe.pl,Skilled Trades,"[""specialist"", ""senior specialist""]"
Serwisant/ka systemów niskoprądowych (SSP),Skilled Trades,"[""manual worker""]"
Serwisant/ka urządzeń finansowych i kolejkowych,Engineering & Design,"[""manual worker""]"
Serwisant/ka vendingu,Skilled Trades,"[""manual worker""]"
Serwisant kas fiskalnych i oprogranowania kasowego,Engineering & Design,"[""specialist""]"
Serwisant,Engineering & Design,"[""manual worker""]"
Serwisant klimatyzacji/wentylacji,Engineering & Design,"[""manual worker""]"
Serwisant - konserwator - złota rączka,Engineering & Design,"[""manual worker""]"
Serwisant - Martes Sport,Technical Sales & B2B,"[""manual worker""]"
Serwisant - Martes Sport (m/k),Technical Sales & B2B,"[""manual worker""]"
Serwisant maszyn,Engineering & Design,"[""manual worker""]"
Serwisant maszyn CNC,Skilled Trades,"[""manual worker""]"
Serwisant maszyn i urządzeń w dziale utrzymania ruchu (k/m),Skilled Trades,"[""manual worker""]"
Serwisant Maszyn (k/m/n),Skilled Trades,"[""manual worker""]"
Serwisant Maszyn Krusząco-Przesiewających,Engineering & Design,"[""manual worker""]"
Serwisant maszyn (m/k),Engineering & Design,"[""manual worker""]"
Serwisant maszyn przemysłowych | Delegacje PL/UE (K/M),Skilled Trades,"[""specialist""]"
Serwisant Maszyn Wiertniczych k/m,Engineering & Design,"[""manual worker""]"
Serwisant - Mechanik Mobilny (K/M),Skilled Trades,"[""manual worker""]"
Serwisant – Mechanik Mobilny woj. mazowieckie (K/M),Skilled Trades,"[""manual worker""]"
Serwisant mieszalników farb (M/K/X),Engineering & Design,"[""manual worker""]"
Serwisant mobilny – branża grzewcza (k/m),Engineering & Design,"[""manual worker""]"
Serwisant mobilny,Engineering & Design,"[""manual worker""]"
Serwisant mobilny,Skilled Trades,"[""manual worker""]"
Serwisant mobilny (M / K),Skilled Trades,"[""manual worker""]"
Serwisant mobilny (m/k),Skilled Trades,"[""specialist""]"
Serwisant mobilny / Serwisantka mobilna,Engineering & Design,"[""specialist"", ""senior specialist""]"
Serwisant Mobilny / Serwisantka Mobilna Maszyn Czyszczących,Engineering & Design,"[""specialist""]"
Serwisant - Monter klimatyzatorów i pomp ciepła,Engineering & Design,"[""manual worker""]"
Serwisant - Monter urządzeń chłodniczych i klimatyzacyjnych,Skilled Trades,"[""manual worker""]"
Serwisant - monter urządzeń gastronomicznych,Skilled Trades,"[""manual worker""]"
Serwisant / Monter urządzeń klimatyzacyjnych i chłodniczych,Skilled Trades,"[""manual worker""]"
Serwisant - Monter urządzeń klimatyzacyjnych,Skilled Trades,"[""manual worker""]"
Serwisant obrabiarek CNC,Skilled Trades,"[""manual worker""]"
Serwisant - obsługa techniczna obiektu,Skilled Trades,"[""manual worker""]"
Serwisant Opon - branża motoryzacyjna (K/M/X),Skilled Trades,"[""manual worker""]"
Serwisant pojazdów szynowych,Skilled Trades,"[""manual worker""]"
Serwisant pomp ciepła i klimatyzacji,Engineering & Design,"[""specialist""]"
Serwisant pomp ciepła (monoblok),Engineering & Design,"[""specialist""]"
Serwisant - Pracownik wykończeniowy mieszkań,Skilled Trades,"[""manual worker""]"
Serwisant robotów przemysłowych.,Engineering & Design,"[""specialist""]"
Serwisant rowerów / Serwisantka rowerów,Skilled Trades,"[""manual worker""]"
Serwisant rowerowy/ Serwisantka rowerowa,Skilled Trades,"[""specialist""]"
Serwisant / Serwisantka agregatów prądotwórczych - Elektryk / Mechanik,Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka automatów (K/M),Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka,Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka,Skilled Trades,"[""manual worker""]"
Serwisant / Serwisantka CCTV,IT & Digital Tech,"[""manual worker""]"
Serwisant/ Serwisantka - Doradca Sportowy / Doradczyni Sportowa,Skilled Trades,"[""manual worker""]"
Serwisant / Serwisantka drzwi (możliwosć przyuczenia),Engineering & Design,"[""junior specialist""]"
Serwisant / Serwisantka HVAC - Urządzenia grzewcze (kotły gazowe),Engineering & Design,"[""specialist""]"
Serwisant / Serwisantka instalacji niskoprądowych,Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka instalacji ppoż.,Skilled Trades,"[""manual worker""]"
Serwisant / Serwisantka Instalacji PPOŻ,Engineering & Design,"[""junior specialist"", ""specialist""]"
Serwisant / Serwisantka,Engineering & Design,"[""junior specialist"", ""specialist""]"
Serwisant / Serwisantka klimatyzacji i wentylacji,Skilled Trades,"[""manual worker""]"
Serwisant / Serwisantka kontenerów budowlanych,Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka maszyn budowlanych,Skilled Trades,"[""manual worker""]"
Serwisant / Serwisantka maszyn CNC,Skilled Trades,"[""manual worker""]"
Serwisant / Serwisantka maszyn do Głębokiego Fundamentowania,Engineering & Design,"[""specialist""]"
"Serwisant/serwisantka maszyn i urządzeń (wyważarki, montażownice do kół, podnośniki, urządzenia do obsługi klimatyzacji w samochodach)",Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka Maszyn,Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka - Monter / Monterka urządzeń klimatyzacyjnych,Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka Parkometrów,Skilled Trades,"[""manual worker""]"
Serwisant / Serwisantka,Engineering & Design,"[""specialist"", ""senior specialist""]"
Serwisant / Serwisantka,Skilled Trades,"[""specialist""]"
Serwisant / Serwisantka produktów dziecięcych,Engineering & Design,"[""specialist""]"
Serwisant/Serwisantka przyczep i zabudów ciężarowych,Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka regałów automatycznych,Engineering & Design,"[""specialist""]"
Serwisant/ Serwisantka robotów przemysłowych,Engineering & Design,"[""junior specialist"", ""specialist""]"
Serwisant / Serwisantka sprzętu medycznego,Skilled Trades,"[""manual worker""]"
Serwisant / serwisantka systemów ppoż,Engineering & Design,"[""specialist""]"
Serwisant / Serwisantka Systemów Zabezpieczeń Elektronicznych,Engineering & Design,"[""manual worker""]"
"Serwisant / Serwisantka – systemy grzewcze, klimatyzacja, wentylacja",Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka układów chłodzenia i wentylacji,Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka urządzeń chłodniczych,Engineering & Design,"[""specialist""]"
Serwisant / Serwisantka urządzeń chłodniczych,Skilled Trades,"[""manual worker""]"
Serwisant/Serwisantka urządzeń fiskalnych i oprogramowania branżowego,Engineering & Design,"[""specialist""]"
Serwisant / Serwisantka Urządzeń HVAC,Engineering & Design,"[""specialist""]"
Serwisant / Serwisantka urządzeń klimatyzacyjnych i chłodniczych,Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka urządzeń pomiarowych,Skilled Trades,"[""manual worker""]"
Serwisant / Serwisantka urządzeń spawalniczych i warsztatowych,Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka urządzeń,Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka urządzeń wentylacyjnych i klimatyzacyjnych,Engineering & Design,"[""manual worker""]"
Serwisant / Serwisantka urządzeń wentylacyjnych i klimatyzacyjnych,Skilled Trades,"[""manual worker""]"
Serwisant / Serwisantka,Engineering & Design,"[""expert""]"
Serwisant / Serwisantka wentylacji i klimatyzacji,Engineering & Design,"[""specialist""]"
Serwisant / Serwisantka wentylacji – praca stacjonarna lub rotacyjna,Engineering & Design,"[""manual worker""]"
Serwisant Silników,Engineering & Design,"[""assistant""]"
Serwisant | Specjalista w Dziale Serwisu i Wdrożeń,Engineering & Design,"[""specialist"", ""senior specialist""]"
Serwisant sprzętu gastronomicznego / AGD (K / M ),Skilled Trades,"[""manual worker""]"
Serwisant sprzętu gastronomicznego,Skilled Trades,"[""manual worker""]"
Serwisant Stacji Uzdatniania Wody,Engineering & Design,"[""manual worker""]"
Serwisant systemów niskoprądowych,Skilled Trades,"[""manual worker""]"
Serwisant systemów teletechnicznych i p. pożarowych - Monter instalacji elektrycznych,Skilled Trades,"[""manual worker""]"
Serwisant,Engineering & Design,"[""specialist"", ""senior specialist""]"
Serwisant Taboru Kolejowego (K/M/N),Skilled Trades,"[""junior specialist"", ""specialist""]"
Serwisant Taboru Kolejowego (K/M/N),Skilled Trades,"[""senior specialist"", ""expert""]"
Serwisant Techniczny ds. sprzętu medycznego / stomatologicznego (k/m),Engineering & Design,"[""specialist""]"
Serwisant Techniczny (M/K),Engineering & Design,"[""specialist""]"
Serwisant - Technik chłodnictwa serwis chłodniczy,Skilled Trades,"[""manual worker""]"
Serwisant - Technik instalacji teletechnicznych,Skilled Trades,"[""manual worker""]"
Serwisant - technik systemów przeciwpożarowych (K/M),Engineering & Design,"[""manual worker""]"
Serwisant - technik systemów przeciwpożarowych,Engineering & Design,"[""manual worker""]"
Serwisant Terenowy,Engineering & Design,"[""specialist""]"
Serwisant Układów Hydrauliki Siłowej [k/m],Skilled Trades,"[""manual worker""]"
Serwisant urządzeń AGD,Skilled Trades,"[""manual worker""]"
Serwisant urządzeń AGD/ Technik serwisu,Engineering & Design,"[""specialist""]"
Serwisant urządzeń chłodniczych,Skilled Trades,"[""manual worker""]"
Serwisant Urządzeń Chłodniczych (K/M/inni),Skilled Trades,"[""specialist"", ""senior specialist""]"
Serwisant urządzeń gastronomicznych,Skilled Trades,"[""manual worker""]"
Serwisant urządzeń gastronomicznych,Engineering & Design,"[""specialist""]"
Serwisant urządzeń grzewczych,Engineering & Design,"[""manual worker""]"
Serwisant urządzeń GSM,Engineering & Design,"[""manual worker""]"
Serwisant Urządzeń GSM,Engineering & Design,"[""specialist""]"
Serwisant Urządzeń Opomiarowania Mediów (K/M),Engineering & Design,"[""junior specialist"", ""specialist""]"
Serwisant Urządzeń Przemysłowych (k/m),Skilled Trades,"[""manual worker""]"
Serwisant urządzeń udojowych i schładzalników do mleka,Skilled Trades,"[""manual worker""]"
Serwisant w Zespole Serwisowym,Engineering & Design,"[""manual worker""]"
Serwisant,Engineering & Design,"[""specialist""]"
Serwisant/Wdrożeniowiec systemu AMMS,IT & Digital Tech,"[""specialist""]"
Serwisant Wentylatorów Przemysłowych,Skilled Trades,"[""manual worker""]"
Serwisant Węzłów Cieplnych (K/M),Engineering & Design,"[""specialist""]"
Serwisant zbiorników gazowych,Engineering & Design,"[""specialist""]"
Serwisant zegarków,Engineering & Design,"[""assistant""]"
Serwisantka / Serwisant,Skilled Trades,"[""manual worker""]"
Settlement Specialist with French,,"[""junior specialist"", ""specialist""]"
SharePoint / .NET Developer,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Shift Manager,Engineering & Design,"[""manager""]"
"Shift Manager / Kierownik Zmiany (M,K,X)",Logistics & Supply Chain,"[""team manager""]"
Shift Supervisor (night shift),Marketing & Creative,"[""manager""]"
Shop Category Manager - 100% remote possible (m/w/d),Marketing & Creative,"[""manager"", ""team manager""]"
SIAM Consultant with English / German,IT & Digital Tech,"[""specialist""]"
Simulation Engineer (FEA) (f/m),Engineering & Design,"[""specialist"", ""senior specialist""]"
Simulation Engineer (FEA) (f/m),,"[""senior specialist""]"
Site Buyer (m/k),Logistics & Supply Chain,"[""specialist""]"
SITE / CONSTRUCTION MANAGER (Kierownik/ Kierowniczka Budowy / Robót),Construction & Real Estate,"[""manager""]"
Site EH&S Supervisor,IT & Digital Tech,"[""specialist""]"
Site Engineer (Construction Engineer/Inżynier budowy),IT & Digital Tech,"[""specialist""]"
Site Manager MEP / Site Managerka MEP - instalacje sanitarne HVAC,Construction & Real Estate,"[""specialist"", ""senior specialist""]"
Site QA Manager (Kamis) (m/f),IT & Digital Tech,"[""team manager""]"
Site Quality Director (m/k/d),IT & Digital Tech,"[""team manager""]"
Site Reliability Engineer (f/m/x),IT & Digital Tech,"[""senior specialist""]"
Site Reliability Engineer with English,IT & Digital Tech,"[""specialist""]"
Site & SCM Manager Poland (f/m/d),Marketing & Creative,"[""team manager"", ""director""]"
Skarbnik,Marketing & Creative,"[""junior specialist"", ""specialist""]"
Slack Platform Administrator - Governance & Optimization Consultant,IT & Digital Tech,"[""senior specialist"", ""expert""]"
Slack Platform Consultant,IT & Digital Tech,"[""specialist""]"
Slovak Tax & Statutory Specialist (F/M),,"[""specialist""]"
Ślusarz - bez języka niemieckiego (k/m),Skilled Trades,"[""manual worker""]"
Ślusarz bez znajomości języka niemieckiego,Marketing & Creative,"[""manual worker""]"
Ślusarz - Blacharz (m/k),Marketing & Creative,"[""manual worker""]"
Ślusarz - Blacharz,Marketing & Creative,"[""manual worker""]"
Ślusarz,Skilled Trades,"[""manual worker""]"
Ślusarz,Marketing & Creative,"[""junior specialist"", ""specialist""]"
Ślusarz – dział mechaniczny,Skilled Trades,"[""manual worker""]"
Ślusarz / elektromechanik (m/k),Engineering & Design,"[""manual worker""]"
Ślusarz (k/m),Skilled Trades,"[""manual worker""]"
Ślusarz (K/M),Marketing & Creative,"[""manual worker""]"
Ślusarz (K/M),Skilled Trades,"[""manual worker""]"
Ślusarz (k/m),Engineering & Design,"[""manual worker""]"
Ślusarz (k/m),Marketing & Creative,"[""manual worker""]"
